Shloka Number,Text
1016,"अथ वा कर्माधिपेन दृश्यते उन्ना-
मितशखरत्नवलयेन | त्रिदशानां संभ्रमोदग्राहितार्थपात्र इव सलिल-
निधिः"
1017,"उम्मलस्स वि चिर-आल-मुक-णीसास-सिडिल-देहस्स |
पट्टी पुणो तरंगेहिं लंघिया कमढ णाहस्स"
1018,"उन्मीलितस्यापि चिरकालमुक्तनिः श्वासशिथिलदेहस्य |
पृष्ठं पुनस्तरङ्गैर्लङ्कितं कमठनाथस्य || १०१७ | दृश्यन्ते कुर्मतुलिता घना
इव पुनरुक्तविविस्फुरणाः | उच्छ्रासदृताम्र कण्ठच्छेदा महामनाः"
1019,"प्रेक्षन्ते सुरदैत्या घटितधरामार्गगारपरिणाहम् | पृष्ठं पर्यन्त-
स्वभावश्यामलं कमठनाथस्य"
1020,"कूर्मस्थितस्य दृश्यते जलधी तरङ्गभङ्गुरनिवेशाः नप्रभूतरसातल कु-
वितेव प्रतिमा महीधरस्य"
1021,"बलइअ भुअंग-वलयाववीड-पुंजिअ-णमंत साहम्गा |
अग्गेहिँ सेल-घडिआ मूलेहिँ दलंति दुम-णिवहा"
1022,"अहिवस्स णिहसा झिज्जंति उरम्भि खर-हरंतीओ|
वण-गंठ-गआओ विहंग णाह गह कोडि-कीलाओ"
1023,"२०२२ || स्फुटन्ति पादपानां रयविस्ताराक्वद्धप-
रिवेषाः | विनिवृत्तिसमयताडिततटाः प्ररोहमालाः"
1024,"अस्थित-
गिरिबलनगतागताम्बुव्युच्छिन्ननिपतिततटाः| प्राप्ता विकटभावं तन्थ्यो ऽपि
कटकसरितः"
1025,"परिशिथिलविकटमूलास्त एव वहन्ति प्रथम-
तनुधाराः | भुजगेन्द्र निधर्षविघटमानविवरमूला जलोत्पीडाः"
1026,"परिसिढिल-बिअड-मूला तेच्चेअ वहंति पढम-तणु-धारा |
भुअइंद-णिहस-विडंत-विवर-मूला जलुप्पीला | १०२५ ||
बीसाम-मंथरा अंत-सेल-वोच्छिण दूरवडणाओ |
महं कमेण वलयं णिज्ार-धाराओ बंधति"
1027,"प्राप्नुवन्ति वलितविस्तृतगिरिकटकनिघर्षणास्तनुमूलाः | विस्तारं
दशनच्छेदमण्डला दिग्गजेन्द्राणाम्"
1028,"निघर्षविभक्तद्रुमलतो यथा
यथा शैले घटते भुजगेन्द्रः| तथा तथा दीर्घायमाणः पुनरपि बल्यते गिरी"
1029,"णिहस-परिगलिअ-वामुइ-णिम्मोअ-रयावबद्ध-परिवेसो |
कुम्मम्मि होइ खण-विरइआलवालो व्व सलिल-णिही"
1030,"कम-लद्धालोअं फणि-णिहंस-झिजंत-तड-पणद्वासु |
णिति अ-विणिक्खमंता वि वणअरा महिहर-दरीसु"
1031,"होंति गिरि-वलण भावा अण्णण्ण-दिसा-घडंत कडआण |
सरलं पि पडतीणं सिलाण कुडिल व्व गई मग्गा"
1032,"१०३१ ||
उच्छलित सलिलपूरितगगनदिग्वलयप्रतिहताबकाशः| क्षणतुच्छे प्रतिरवः
केवलं समुद्र पवायलग्नः"
1033,"वासुकिनिघर्षोन्मूलितपक्षच्छेदमण-
न्धिनिर्वर्तिताः | निपतन्ति शैलकटकाद् वज्रधारातटखण्डाः"
1034,"प्रसरन्ति बलदुदधिमण्डलीक्रियमाणकृष्टशरीराः | सुत्कारसरली-
कृतावर्तप्रशिथिलाः केवलं भुजङ्‌गाः"
1035,"तरुचलितलतालक्ष्मी
लभन्ते शैले कटकसरितः | उन्मोचितवासुकिनिघर्षमार्गसंदानितजला"
1036,"कटकैस्तथैव महीशिखरैर्नभ इव प्रेरितं गिरेः | आलीनं केवलं
दिग्भिर्निघर्षतनी मध्ये"
1037,"कूर्मविनिघृष्टमूलो भुजगाधिपनिधर्ष-
तनूकृताभोगः | कथंकथमपि प्रथमन्यस्तः सुखेनापसारितः शैलः"
1038,"घटितं मन्दरदरदूने संक्षुब्धजलध्यार्थीकृतम् | शिशिरोपचारपङ्कमिव
कूर्मपीठे महीपीठम् |"
1039,"इति क्रमनिर्मथितामुक्तविधुरक्षीरोद-
सरभसोढा | लक्ष्मीरथापि वक्षःस्थलस्थिता उहाले एतेन"
1040,"किं च दृश्यते करताडनमूढ रुधिरसंगलितश्यामलच्छायम् | हृदयस्थित-
विरहहुताशधूममलिनमिव स्तनष्पृष्ठम्"
1041,
1042,
1043,
1044,
1045,
1046,
1047,
1048,"लीलाघूर्णितचरणमुखरमञ्जीररवमिलद्भिः | उद्यमानां शेषफणावलये-
रिव राजहंसैः"
1049,"कारणकिरिस्कन्धोत्पलम्ग्नपरिकपिलकेसर-
च्छायम् | वहन्तीं किरणकलापं इरिणरसनागुणोद्गीर्णम्"
1050,"सेव्यमानां सरत्नरसनाप्रतिनिवर्तमानप्रतिमेन | आरब्धरोहणोद्दलनव्यति-
करेणेव जनेन"
1051,"नाभिविवरेण कारणवराहदंष्ट्रापथेनेव शोभ-
मानाम् | पातालतमउद्भेदायमानरोमावलीकेन"
1052,"अथापि अनघ-
स्थितरामरमणी निर्गमनसीरमार्गमिव उदरं अभिरामवलिवीचिभद्गविषमं
प्रकाशयन्तीम्"
1053,"शोभमानां हारावलिबलद्रोमावलीतरङ्गेण |
यमुनासंगतगङ्गास्त्रोतसेच मध्यदेशेन"
1054,"लावण्यपरिस्फुरत्परि
जनोत्क्षिप्तचामरचयैः | अन्तःप्रकटभूरुह मूलकलापमिव दर्शयन्तीम्"
1055,"पहु-दंसण-रस-पसरिअससेअ-रोमंच-संचय-णिहेण |
सलिलाह अ-देम्स (सिअं ) वीअ-लअं व दंसंतिं"
1056,"प्रभुदर्शनरसप्रसृतसस्वेदरोमाञ्चसंचयनिभेन | सलिलाहतदेशोच्छ्व-
सितां बजलतामिव दर्शयन्तीम् || १०५५ | अन्तरुपरि च परिसंस्थितेन
नभोनिम्नगाया इव जलेन प्रतिमापतितेन सितांशुकेन संवलितस्तन-
विम्वाम्"
1057,"कण्ठकुसुमेषु बहुशी लीनोडुनिर्मधुकरकुलैः | आया-
सिताङ्गलेखां सपक्षशैलरिव पुनरपि"
1058,"मुक्तापर्यन्तत्वप्रापितमा-
कारमण्डलगुणैः| दिव्यपुरैरिव मणिकुण्डलैः संभाविताभोगाम्"
1059,"कुण्डलशशिसूरान्तरनिषण्णकबरीनिशाविनीलार्धम्| मुखमण्डलं सुमेरु-
मिच कनकगौरं प्रकाशयन्तीम्"
1060,"सव्वतो हार-मऊह-दंड-पडिअग्गि अंग-भावेण |
उम्मिल निम्मलाणे अ-पह-समूहं व दीसंतिं"
1061,"अब अंस-कुसुम-णीसंदमाण रअ-बिंदु-कलिअ-मूलेण |
गंडस्थलेण दर-गालिअ-रेणु-भावेण व सहति"
1062,"मालावलयैः प्रकीर्णसुरभिकबरीलतां मधुकराणाम् | वेणीबन्धैरिव
बहुनरेन्द्रवैधव्यपिशुनैः"
1063,"इति श्रूयते एष किल शरीरभावपरि-
संस्थितां बहुशः | प्रत्यक्षमेव देवीं पृथिवीं पश्यति पीडासु"
1064,"किं
च शिष्यते एव यस्य तारानुसारिनिर्गतकलकवलयेन अभिनयनादद्यापि
समुद्भवो निजकविम्वेन"
1065,"वंशे तस्य रजनीरमणस्य पुरा परि-
पिताः प्रभोः | ये तेषामथ प्रणाम एष पुनः किमपि निर्वृत्तः"
1066,"अपि च | साध्वससंबेगोन्मीलनेऽपि अलसोन्मुखा समुत्तरति | दृष्टिः
प्रहर्षविरलायमानपक्ष्मान्तरालेषु"
1067,"तदभिमुखगतागतहृदयपथाय-
माननखमयूखेन कर किसलयेन लोलांशुके स्तनमण्डले उषितम्"
1068,"गाढजघनस्थल स्खलनमुखरमणिकिङ्किणीक मुत्कम्पः | प्रतिकुसुमान्दो-
लितकण्डदाम अगं तरङ्गयति"
1069,"इति निर्वर्तितशय्यापरिणयनानां प्रतिपक्षकुमारीणाम् जायन्ते यस्य
पुरतः ससाध्वसा मन्मथविकाराः"
1070,"केयूरमरकतोद्गीर्णकिरण-
कलिले भुजे आत्मानम् | सा यस्य विनोदयतीव नलिनीवनोत्कण्ठिता
लक्ष्मीः"
1071,"अभिचारानलकुण्डताम्रमण्डलं तावदेनं समाक्रामति |
तिमिरं कुलमिव ताराफणरत्नवहं विषधराणाम्"
1072,"पृथ्वीपतेर्वयं
सच्चरिता वेदने के तस्य श्रूयते नप्रभृतमेव तस्यापि फणिनो मुखसहस्रम्"
1073,"तथापि निशमयत नराधिपस्य भुजदर्पदर्पणमेतम् रजनीविरमे
केवलं पूर्वीयनरेन्द्रनिष्ठापनम्"
1074,"कथ्यते गौडवध एष मया सांप्रतं
महारम्भः | निश्रुते मुञ्चन्ति दर्प यस्मिन् नरेन्द्राः कवीन्द्राय"
1075,"इदानीं पुनारवेरुतिकमपिगलच्छायः परिपूर्णते विगलिर्ताकरण-
कन्दलो बिम्वपरिणाहः"
1076,"एते छायापरिवृत्त मुखरपारावताः प्रसजन्ति गिरिकुऽजोक्षिमृगेन्द्र-
नन्दिनोऽरण्यपर्यन्ताः"
1077,"मलिनीक्रियते दिवसाधिप किरणाकीर्णा-
स्तशैलगलितैः | आयसरसविसरेरिव छायामार्गेर्महीपृष्ठम्"
1078,"सरितां निरन्तर मिलितविगनिवहोपरोधमुच्यमानाः उद्वेलन्तीय निर्वृत्त
मण्डलाः पुलिनविस्ताराः"
1079,"दूरत्वप्रथमनिवृत्तगोधना भवन्ति
नगर मार्गेषु | सालम्बदिनकर एव धूसरा दिवसपरिणामाः"
1080,"स्तोकमिव विकटगमना गुरुयमाणजघनालसमुपयन्ति धेनुभवल्यः प्रस्तु
तपीनापीना वनान्तात्"
1081,"संवेल्यैकं दिवसारम्भप्रतिसारितं
विन्ध्यः | द्वितीयं पक्षमिव पुनभ्छायायलयं प्रसारयति"
1082,"अंदोलइ दिण-लच्छी पच्छिम-सेल-त्थलावलंबासु |
जरद-सर-गंठि-रेहारुणासु रवि-किरण-मालासु"
1083,"पश्चात् स्थितातपत्वशून्यीकृतगवाक्षमार्गप्रतिरिक्ताः | जाताः समु
ज्ज्वलालेख्यसुन्दरा मन्दिरान्ताः"
1084,"त्रयस्त्रागतरविकरनिवर्त-
मानमूलान्तराल विकटानि विरलायन्त इव छायानिर्गमशिथिलान्यरण्यानि
|"
1085,"शैलाग्रक्षणविभक्ता रविपतनक्रमेण दूरमुच्छलिताः | धर्मच्छेदा
इव तारकत्वं यन्ति मुकुलीभवन्तः"
1086,"एतः ग्रहमौक्तिकाट्ये
प्रदोषसिंहाहते दिनेभे | हसितस्थितीघराताम्रकुम्भसादृश्यं रविमृगारकी"
1087,"जामवई-मुह भरिए संझा-मराऍ दिनअराहारे |
आआस-केसरं दंतुरेति णक्खत्त कुसुमाई"
1088,"आतपक्लान्तमहिषाक्षिकोणशोणातपं
दिनान्ते | उद्धर्तते रवेर्भूकदम्बपुटपाटलं विम्वम्"
1089,"संध्यालक्तक-
धृते पश्यत ज्वलनोपल इव रविविम्बे | निर्वर्तते धूमलेखेव मांसला यामिनी-
च्छाया"
1090,"जातमिव धूमसंचयकलुषारुणकिरणदन्तुरं रवेः | तिमिरोपचारमुह्य-
मानविषमसंध्यातपं बिम्बम्"
1091,"कालीकृतसर सगलच्छेदमहाम-
हिपविभ्रमो मिलति | अस्ताताबरविविम्बचुम्बितस्तिमिर संघातः"
1092,"लहइ स-संदण-तुरओ तिमिरकमंत-पिंजर-सरीरो |
महुमहण-गारबुब्बत-पिच्छ-गरुल-च्छविं सूरो"
1093,"लभते सस्यन्दनतुरगस्तिमिराक्रम्यमाणपिजरशरीरः | मधुमथनगौरवी-
वृत्तपिच्छगरुडच्छविं सूरः | १०९० || जाते निरातपे दिनकरे गिरिरे-
पाटलमयूखे | घूर्णते मिलत्तिमिरा कुलीरकपिला दिनच्छाया"
1094,"निजकर किलिञ्चनीडस्थं अस्तगिरिपादपाइ रधिविम्वम्| निपतति संध्या-
कललाई विहगनाथाण्डपिण्डमिव"
1095,"स्तोकोद्वर्तनलक्षित संध्यारुण-
गगनतालुपर्यन्तः | कवलयति प्रदोषकरी विधानपिण्डमिव रविविम्बम्"
1096,"नभःपृष्ठं दूरोनतसंध्यापरिवेषपरिकरं शोभते | अभिनवप्रति-
बन्धातास्त्रविम्बविकटावटच्छायम्"
1097,"पुरुमिल्ल-दिसा गअ-तिमिरमवर-भाआवलंचि-रवि-बिंबं |
गरुलमिव गहिअ-गअ-कुम्ममुअह परितंबिरं गअणं"
1098,"पल्हत्यइ तिमिर-महा-वराह-पडिपेल्लिओ सुमेरु व्व |
संज्झालोओ पडिलग्ग-केसरा अंत-रवि-किरणो"
1099,"१०९८ || विकटाण्ड इव रविमण्डले मुक्ते प्रथममरुणास्के | नमः श्रीवि-
नतया शशी उद्यते द्वितीयाण्डपिण्ड इव"
1100,"आसारप्रसरसरला
तालीवनदण्डधूसरा भवन्ति गन्धर्वपुराकारा निरातपा रविकरनिवेशाः"
1101,"रेखावशेषदिनकरमयूख निर्वर्तितदण्डप्रतिबन्धाः | जालायते
सालोका अपरदिए भुवनभवनस्य"
1102,"गगनमहीपीठनीलो मध्ये
संध्यावशेषप्रतिभिन्नः| घूर्णते खर्जूरस्कन्धपाटलस्तिमिरसंघातः"
1103,"दृश्यते दिशासु ताराशफरीजाल बिला तिमिरलेखा रविपतनसंभ्रमार-
म्भरमसचलितेय कालिन्दी"
1104,"सायं मिलन्ति क्रमनिर्वर्तमानतमो मण्डलावपूर्णाः | आसन्नभावश्फट-
निजकगजेन्द्रा इव द्विशः"
1105,"उच्च्चसितश्यामलारुणतमोवहीमूलल-
क्षितं कोऽपि |
इन्दुबिम्बं समुद्धरति"
1106,"भवद्रवसुधाधिपकथाकुतूहलकृष्टा इव मिलन्ति | दिवस विरामच्छवि-
धूसराः सममेव दिशः"
1107,"बहलत्वकुहरोच्छु सिततमः शिखालङ्घ-
नावनतोत्साः| ददति स्थलादेश एव स्तोकालोका दरीशक्काम"
1108,"आलोओ परियोलइ ससिणो छाया णिवेस-बोच्छिष्णो |
मलिणाणुसार-पसरिअ-कसण च्छवि-मग्ग सबलो व्व"
1109,"दीसह णिसामु तारा-णि फुडिअ-विरल-द्विअ-कवालं |
बंडा-पुढं पित्र कालंतर जज्जरं गअणं"
1110,"जाआओ कम-पसम्मंत-धूम-रअ-णिग्गमाबरोहाओ |
आरूढ-पओसाओं वि पविरल-तिमिराओ व दिसाओ"
1111,"मूढशशिदिनकरालोकमध्यपुनीकियमाणतमः कृष्णम् संजात उभ
यधारानिर्मल खड्गोपलं गगनम्"
1112,"पर्यन्तंषु दराबद्धतिमिराव-
शुष्ककमलपरिश्यामम् आभाति लावकवधूवक्षः कषायप्रभं गगनम्
|"
1113,"ग्रहनिवहचिन्दुसंदोहशमित संध्यानलः समुत्क्षिपति उदयसुपर्णी
गगने अमृतकलशमिव शशिविम्वम्"
1114,"तम-महुअर-जालुष्प अण-पअड-मअ-मंडलं णिसा वणो |
विं माहवमिव पिंड-खंडमावाडलं उअह"
1115,"उत्क्षिप्यते गगनतुलादण्डेन समुच्छ्रसत करकेतुः | पश्चाद
रविपिण्डभरावनतेन कलश इव शशचिह्नः"
1116,"संनद्धमदन साहा
य्यजातसंरम्भपाटलो निर्याति | परिवेषच्छलमण्डलितचापवलय इव
हरिणाकः"
1117,"प्राप्नोति उदद्याताम्रो दरशिथिलस्खलिततनुतमो-
लेखः | नस्तचिनीलांशुकमत्तहलधराभां निशानाथः"
1118,"अत्थाअ-तलिण-तारतणेण तंचेअ पढम-परिविरलं |
पच्छा पुंजितं पुणो वि विअटेर गह अकं"
1119,
1120,
1121,
1122,"पेरंतेसु दराबद्ध-तिमिरमोसुक-कमल-परिसामं |
आभाइ लावअ-बहू-बच्छ-फसाय-पहं गअणं"
1123,
1124,"तमोमधुकरजालोत्पतनमक-
टमृगमण्डलं निशापतेः| विम्बं माधवमिव पिण्डखण्डमापाटलं पश्यत"
1125,"गृहीतविविधाद्गरागोऽकृताञ्जनताम्बूलमञ्जरीरचनः प्राप्नोति अस-
माप्तालेख्यविभ्रमं कामिनीसार्थः"
1126,"क्रोडीकृतकालागरुघूमोत्पी-
उच्छलेन प्रतिभाति | रमणाभिसरणे कापि महर्षालिङ्गिततमस्केव"
1127,"ऊरुयुगं मलयभवाद्गरागविनिवेशदर समुच्छ्रुसितम् | गुरुजघ
नोहनसहं कुतं स्थूलं स्तनवतीभिः"
1128,"लक्ष्यते शीर्ष सरसमेव
कण्ठे पयोधरोष्मायितम् विषमं कुसुमाभरणं समकालकृतमपि युवतीनाम्"
1129,"धण-पडिमागअ-परिणील-जालिआ मंडणं बरो एह |
बम्मह-सर-संका-हिअअ गहिअ कवअं व णव बहुअं"
1130,"अथियोगगमितदिवसं
समग्रहीतप्रसाधनं प्रदोषे शोभते रतावितृष्णं शयनागमनोत्सुकं मिथुनम"
1131,"गलितोन्मयखपृथु हेम मेखलावलय मालिनी कापि |
भयाभिसंहितशिखिप्राकारेव प्रतिभाति"
1132,"न सह्यते कामिजनेन विरहवेदनाविसंष्टुलागेन| शशिनो रवि-
मण्डलसंप्रवेशतप्तमिव करजालम्"
1133,"जातानि दुर्लभदयितानुरागर-
पणरणकमुक्तस्थाम्नाम् | तनूयमानान्यपि कामिनीनां गुरूणि अङ्गानि"
1134,"पडिरोहि-कण्ण-पल्लव-पोलणत्थं व तुलिअ-भुमअम्गा |
अग्य णिमेस-णियमण-फुरंत पहाउरा दिट्ठी"
1135,"णमइ डालंचिअ लजिएस कर-मलिअ-कंठ-कुसुमेसु |
उब्वस म्ह-चुंचिअ पुढाई ण हु णाम अच्छीई"
1136,"११३५ || हस्तो घूर्णते दर्शनसमयापसारितशिरोवस्त्रविनिवेशः |
बाणीकृताक्षिसंधानगृहीतश्रवणावकाश इव"
1137,"लज्जावनतवदना-
लक्षितैकदविकसिता धरान्तानि | गमनेऽपि आबध्यन्ते वलितमध्यानि
दृष्टानि"
1138,"इति कामिनीनां प्रियतमसमागमोन्मीलन्मदनानाम् |
साध्वसप्रतिवद्धरसानि भवन्ति लीलायितव्यानि"
1139,"ललना वलभाभिमुखं विलासविसमण्डना अतिकामन्ति | निःश
कमेव बन्दीकृतेन्द्रकिरणा इव निशासु"
1140,"सरसमदता चाहताक
सलयमालायमानपक्ष्माणि रमणप्रवेशार्थमिव त्रियाणां विकसन्ति अक्षीणि"
1141,"अवधीरितप्रियतमाभिमुखगमनभयवृत्तशृङ्खलानीय| कज्ज-
लितवाप्पलखानि भवन्ति कस्या अध्यक्षीणि |"
1142,"यो वि दूमिज्जइ ण लेइ गरुअं पि णाम-मंतक्खं |
इअ असमंजस-हिअओ होइ सिणेहेण जुवइ जणो"
1143,
1144,"वासी-
त्खातरजोलप्रकृतसमुद्धसदृत्पलावनतमुखे| चपके कापि परिशेषमानगुर्वी
चिरात् पिवति"
1145,"अभिलाषाट् रहसविनिर्गतेन कामेषुजर्जरामेन
कुवलयनालेन मधु हृदयेनेव कापि आपिवति"
1146,"चिरसंस्थितोऽपि विगलति मानश्विरविगलितोऽपि संघटते| विपरी-
तरसं क्रीडति मधुमदः कामिनीजने"
1147,"चिर-संठिओ विविअलइ माणो चिर-बिअलिओ वि संघटइ |
विवरीज-रसं कीलेइ महु-मओ कामिणि अणम्मि | ११४६ ||
अखलिअ-सरीर-बअणो सहाव हिअओसरत-मअ-धीरो |
मत्तो चि णवर जर कवोल राएण जुबइ-जणो"
1148,"अङ्गानि प्रतनुकान्यपि किमपि गुरूकरोति मधुमद-
विलासः | हृदयानि पुनर्लघयति मानगुरूण्यपि प्रियाणाम्"
1149,"विरहविनिर्गतशेषा इव विभ्रमा मन्दहृदयसंगलिताः | मुखनिःश्वासाः
प्रियसङ्गमे शोभन्ते रमणीनाम्"
1150,"सरसनखराजिमार्गेः पीनस्तन-
मण्डलानि तरुणीनाम् | प्रियसङ्गमहर्षोच्छ्वासरभसस्फुटितानीव शोभन्ते"
1151,"संभावितकामभरोऽर्पयति रसमसौकुमार्योऽपि | नखरे खापरुष-
पयोधराणां रमणीनां परिरम्भः"
1152,"गाढालिङ्गनतृष्णानिमेन प्रति-
पीडनमिव प्रतिपन्नम् प्रथमं कयापि भरपीडितेन हृदयेन स्तनयोः"
1153,"पढम-रआरंभ-रसाण वि तह वच्छ-त्थलोवऊढाई |
जह पीडिअ जहण-णिरंतराई जाअंति अंगाई"
1154,"पीडिअ-पयोहरोगाढ-णह-पउदेस-दर-समूससिभं |
विमलइ करेण रमणस्स कावि वच्छ-त्थल हसिरी | ११५९ ||
प्रथमरतारम्भरसानामपि तथा वक्षःस्थलोपगूढानि यथा पीडि
तजघननिरन्तराणि जायन्तेऽङ्गानि | ११५३ || अत्यन्तमदेन विलासिनीनां
परिगलितहृदयशून्यानि | वर्धमाननीरसानि न समाप्यन्त एव रतानि"
1155,"अन्योन्याराधनक्षणस्खलद्द्दश्यावधीरितसुखानि | सुखमम्य-
चिकं रतिविस्तरेण प्राप्नुवन्ति मिथुनानि"
1156,"तान्येव किमपि रसं
ददति प्ररूढेऽपि प्रेमरागे प्रियदत्तनखाभरणोल्हासानि रमणीनां रतानि"
1157,"आवदनोरुनिरन्तरपीडितदेहानां हरति मिथुनानाम् | चरणे-
व्यपि कृतचरणः सर्वाङ्गालिङ्गनविलासः"
1158,"स्तनविम्वेषु वधूनां
यौवनलब्धपरिणाहविकटेषु स एव तथापरिणाहो जातो विरल व
रोमाञ्चः"
1159,"पीडितपयोधरावगाढनखपदोद्देशवसमुद्धसितम् |
विमर्दयति करेण रमणस्य कापि वक्षःस्थलं हसनशीला"
1160,"बहुसो भग-द्वि-रमण-ह-सिहा-चुण्ण-विउण-गरुपण |
आयासिज्ज यण-मंडलेण मज्झालसा तरुणी"
1161,"तणु अतण-मि ओभर-पयोहरासण्ण-जहण-णिमिअ-भुओ |
सोहर तंस-वणो वलिओरु-लओ पिया-सत्थो"
1162,"११६१ ||
दयितायाः कोऽपि निद्रापरिश्रमोद्भिन्नस्वेदविन्दुकितम् | परिचुम्बति सुख-
नसोढप्रतिबोधान्दोलितं वदनम्"
1163,"समभाव-पव सास-सिडिल-णीसह परिद्विआवयवो |
दर-लक्खि-दुब्बलो व्य होइ णिदासु जुबइ अणो"
1164,"श्रमभावप्रवृत्तोच्छ्रासशिथि
लनिःसहपरिष्ठितावयवः वरलक्षित दुर्बल एव भवति निद्रासु युबतिजनः
| ११६३ || अनन्तरं नरेन्द्रविक्रमविकटकथावसर संमुखसुरमुक्तः | कुसुम-
निवह स्व निपतति नभसस्तारालवसमूहः"
1165,"जातं तारापतेः शुष्य-
न्मृणालपाटलमयूखम् | बिम्बं अवालजम्बूफल भद्गपिशङ्गपरिवेषम्"
1166,
1167,"सस्तस्थितमृगविच्छायमध्यशशिविम्वचुम्बितं शोभते दरमिय
दरस्फुटितविकटपुटमण्डलं गगनम्"
1168,"अस्तागततनुतारत्वेन तदेव
प्रथमपरिविरलम् पश्चात् पुत्रजीक्रियमाणं पुनरपि विकटयति ग्रहचक्रम्"
1169,
1170,"अरुणबिल विततनूयमानसंध्यारसानुलिप्तमिव स्तोकस्तोकं
उपालीकपाण्डुरं भवति गगनतलम् | ११६९ || पश्मान्तरलक्षितपाण्डुभाव-
विषमप्रभं समुत्पतति | अवश्यायहतश्यामायमानमसृणदेहं कपोतकुलम्"
1171,"आरोहिणा प्रभातक्रमेण परिपिनरत्वमुपयन्तः | विटपेषु फल-
विशेषाः परिणामगुणामिव गृहन्ति"
1172,"मिहु (-णेहिं रइ-) रसायाम-खेअ-खण-लद्ध-गरुअ-णिदेहिं |
पडिबुज्झिज्जर कह-कह वि सालसं रअणि विरमम्मि"
1173,"तमोलोहलीठकानुगत मुक्तप्रभातप्रभ स्तनुमूलः | ग्रहकार्पासवी-
जनिवहः पश्चात् पुत्रीक्रियते निशया"
1174,"आयासयति प्रदीपान सलोलकज्जलशिखादरोहवृत्तान् सकचग्रह-
मिव प्रत्यूषमारुतो वासगृहेषु"
1175,"तदेव तिमिरमलिनं जातमरुणप्र-
भाहतं गगनम् | सीसकमिव सिन्दूरत्वेन प्रतिपक्षपरिणामम्"
1176,"गृह्णन्ति कण्ठपरुषाणि कथमपि रजनी जलानुभावेन विहगा अवलग्नरजः-
संनिवेशगुरूणि बीजानि"
1177,"रुदितारुणनयना इव निशाखिद्यमानन-
लिनीशोकेन | शोभन्ते जलाईस्थित चक्रवाकयुगा वाप्यः"
1178,"शशिनः समपसरन्ती अस्ताचल मस्तकस्यचिम्बस्य शोभते सहकारर-
साग्रतलिनपरिपाण्डुरा ज्योत्स्ना"
1179,"असोढ विशुद्धसुकृतावतंसस-
पुरुषसुचरितोद्वारः | विपलायते कलिकाल इव भिन्नहृदयस्तमउद्घातः"
1180,"कुतूहलमिलितामरविमानरत्नप्रभा विभिन्न इव जातोऽजड-
जपाकुसुमपाटलो नभस्तलवितानः"
1181,"नव-परिगलितपाण्डुतारादलस्य नभःशाखिनो विनिष्कामति |
किसलयसौभाग्येन प्रथममरुणीद्गमालोकः"
1182,"इष्टकाचूर्णमिव
किरदूर्ध्व मरुणातपं परिस्फुरति रवेर्गगना सिनिशानच कवलयोपमं विम्बम्"
1183,"जलहिस्स पुणो विसमागमं व बहलत्तणेण सूतं |
अ-पुणागमणाय व तं तिमिरं उम्मूलिअं रविणा"
1184,"जलधेः पुनरपि समागममिव बहलत्वेन सूचयत्| अपुनरागम-
नायेव तत् तिमिरमुन्मूलितं रविणा | १९८३ || अनन्तरं निर्वर्तितरजनिवि-
रामकर्तव्यनिर्वृतस्तेषाम् | स कथयितुं प्रवृत्तचरितं चाणक्यचरितस्य"
1185,"अनन्तरं निपतिततमोली हटक परिशुद्धि तुङ्गविकटासु आशा-
भित्तिषु पार्थिव प्रशस्तियोग्यासु इव स्थितासु"
1186,"अपस्थितहरित-
तुरंगपलवे मङ्गलाय कलश इव तत्क्षणमुत्क्षिते तरणिमण्डले वासवदिशा"
1187,"पहु-कित्ति-णिसमणू मुअ-हिअअ क्खलिअ रमण| हिलासामु |
अंदोलिऊण सुरसुंदरीसु रहसा विर्णिती"
1188,"कुसुमवत्सुकामरविलुप्तमणिमुकुलकन्दलदलासु | बिरलायमानासु
सुरेन्द्रमन्दिरोद्यानवीथीषु"
1189,"अमृतोदकपरिघृष्ट कण्ठमधुरीभवद-
सिते | मगलजीमून कुठे गगनपृष्ठे प्रवृष्टे"
1190,"चलिते रभसविग-
लितकृष्णाजिननिगडिते मुनिजने| कुतूहलपार्थितगगनहरिणप्रतिपन्नचरण
इव"
1191,"विनयारब्ध नराधिपचरितसमाकर्णनादरेणेव
पादपासनबन्धेषु विहंगमकुलेषु"
1192,"लम्बिमहादर्पणसंक्रामत्संमदं-
निरवकाशेषु | भवनस्तम्भावलि शिखरमारोहत्सु इव जनेषु"
1193,"धवलीक्रियमाणसमुन्नतप्रभुयशः प्रासादघटितमञ्चमिव कमलम्बितत्रिदश-
विमानमण्डलं नभस्तलं जातम्"
1194,"किं च तव धारासंदानितगजे-
द्रमुक्ताफलोऽसिर्जयति गी डगल च्छेदारूढसंस्थितैकाव लिरेिव"
1195,"समजातित्वसंभावितोपकारनिंजकचरणः | प्रोत्साहिता इव चरणे
तवायन्ति निगडाविला रिपवः"
1196,"कर-संदिरेण सोहसि तदिअसं दाण-वारिणा देव |
हिअअ-भरिअस्स करुणा-रसंबुणो णिम्गमेणं व"
1197,"दइ तुह विणिअत्तस्स आसमुई दिसाओ जेऊण |
लच्छी पुणो वि पिणा संपेसण दिष्ण-विश्वव्व"
1198,"११९७ || कारासु प्रथममनुभूत निगडमलमार्गलाञ्छ
नाभरणाः | त्वया छेद्यन्ते वितीर्णकाल त्रा व शत्रूणाम्"
